id,role_label,experience_years,education_level,degree,skills,certifications,projects_summary,professional_summary,source
RES-0440,Full-Stack Developer,7,Bootcamp/Certification,B.Sc. Computer Science,AWS|REST API|MongoDB|Redis|FastAPI|Python|GraphQL|HTML5|Terraform|Kubernetes,,Shipped end-to-end feature that increased user retention by 19%.,"Full-stack developer with 7 years delivering end-to-end web applications using HTML5, GraphQL, Terraform.",synthetic
RES-0491,Full-Stack Developer,10,Bachelor's,M.Sc. Software Engineering,PostgreSQL|FastAPI|CI/CD|React|Git|AWS|Redis|Terraform|Jest,,Shipped end-to-end feature that increased user retention by 46%. // Integrated third-party payment gateway handling 39k transactions/month. // Integrated third-party payment gateway handling 25k transactions/month.,"Versatile engineer comfortable across the stack with 10 years of experience in Jest, Terraform, Git.",kaggle_anonymized
RES-0106,Backend Developer,8,Ph.D.,B.Tech Information Technology,Ruby|gRPC|Spring Boot|Kubernetes|MySQL|Elasticsearch|REST API|Redis|Go|Linux|Unit Testing,MongoDB Associate,"Optimised PostgreSQL query performance, cutting average response time by 32%.","Results-driven backend developer with 8+ years designing and maintaining distributed systems in Unit Testing, MySQL, Kubernetes.",synthetic
RES-0759,DevOps Engineer,6,Bachelor's,M.Sc. Cloud Computing,Prometheus|Helm|Bash|Linux|AWS|GCP|Kubernetes|Jenkins|Terraform|Azure|Python|Istio|Jaeger|Cost Optimisation|Security Hardening|Packer,,Achieved 40% cost reduction by right-sizing cloud infrastructure on Bash. // Containerised 36 legacy services with Docker and orchestrated with Kubernetes.,"DevOps engineer with 6 years automating infrastructure and improving deployment pipelines using Packer, Istio, AWS.",synthetic
RES-0939,Mobile Developer,1,Master's,B.E. Software Engineering,Swift|Play Store Deployment|Kotlin|Xcode|Flutter|Android|Bluetooth|Fastlane|Realm|Detox,Apple App Development with Swift,Reduced app crash rate from 7% to 0.9% through systematic debugging. // Achieved 31% reduction in app cold-start time through performance profiling.,"Experienced app engineer with 1+ years shipping production mobile apps in Fastlane, Xcode, Swift.",kaggle_anonymized
RES-0330,Frontend Developer,5,Bootcamp/Certification,B.Tech Information Technology,Nuxt.js|Vue.js|Vite|Responsive Design|GraphQL|TypeScript|HTML5|CSS3|Webpack|Angular|Cross-browser Compatibility|React|Git|CI/CD|Adobe XD,,Implemented WCAG 2.1 AA accessibility standards across the entire application. // Implemented WCAG 2.1 AA accessibility standards across the entire application.,"Passionate frontend engineer with 5 years of hands-on experience in Git, Vite, Nuxt.js.",public_profile_anonymized
RES-0518,Full-Stack Developer,4,Bootcamp/Certification,B.Tech Computer Engineering,TailwindCSS|JavaScript|React|REST API|Redis|CSS3|AWS|Node.js|Python|Docker|HTML5|FastAPI|JWT|GitHub Actions|Elasticsearch|OAuth2|Linux|Microservices,Google Associate Cloud Engineer|AWS Certified Developer,Delivered a full-stack SaaS platform from design to production in 21 months. // Built an internal tooling dashboard serving 30+ engineering teams. // Shipped end-to-end feature that increased user retention by 26%.,"Full-stack engineer with 4+ years building and shipping products with Node.js, Elasticsearch, CSS3.",public_profile_anonymized
RES-0171,Backend Developer,11,Ph.D.,M.Sc. Computer Science,GCP|AWS|Redis|PostgreSQL|Go|ORM|Jenkins|CI/CD|Linux|Apache Kafka|API Design|Celery,,"Designed and maintained a high-throughput REST API serving 45k requests/day. // Led migration of monolith to microservices, reducing deployment time by 24%. // Optimised PostgreSQL query performance, cutting average response time by 58%.","Experienced server-side developer specialising in Jenkins, ORM, AWS with 11 years of professional experience.",public_profile_anonymized
RES-0980,Mobile Developer,6,Associate's,B.Sc. Computer Science,Android Studio|Dart|Java|iOS|GraphQL|Push Notifications|Play Store Deployment|Flutter|Xcode|REST API|Swift|Android|CI/CD|Redux|Realm|MobX|XCTest,Google Associate Android Developer|Apple App Development with Swift,Reduced app crash rate from 5% to 1.4% through systematic debugging. // Shipped iOS and Android apps with 13k+ downloads in first month.,"Mobile developer with 6 years building cross-platform and native apps using Flutter, REST API, Android Studio.",kaggle_anonymized
RES-0004,Backend Developer,4,Master's,M.Sc. Computer Science,GCP|Redis|GraphQL|Microservices|REST API|NestJS|FastAPI|Rust|MySQL|Apache Kafka|JWT|RabbitMQ|API Design|Celery,AWS Certified Developer|Oracle Java SE,"Optimised PostgreSQL query performance, cutting average response time by 50%. // Built a real-time notification service using GCP and message queues.","Results-driven backend developer with 4+ years designing and maintaining distributed systems in REST API, MySQL, GraphQL.",public_profile_anonymized
RES-0011,Backend Developer,2,Bootcamp/Certification,B.Sc. Computer Science,ORM|Django|Node.js|Python|Express.js|Rust|Docker|Microservices|C#|gRPC|MongoDB|Linux|RabbitMQ|Apache Kafka|JWT|Celery,MongoDB Associate,"Led migration of monolith to microservices, reducing deployment time by 17%. // Designed and maintained a high-throughput REST API serving 24k requests/day. // Optimised PostgreSQL query performance, cutting average response time by 30%.","Experienced server-side developer specialising in ORM, Node.js, Linux with 2 years of professional experience.",synthetic
RES-0195,Backend Developer,3,Bachelor's,B.Sc. Computer Science,GCP|GraphQL|Rust|Redis|Elasticsearch|Java|ORM|Ruby|Spring Boot|PostgreSQL|MySQL|Apache Kafka|Bash|JWT|GitHub Actions,MongoDB Associate,"Optimised PostgreSQL query performance, cutting average response time by 44%. // Led migration of monolith to microservices, reducing deployment time by 50%.","Results-driven backend developer with 3+ years designing and maintaining distributed systems in Elasticsearch, Ruby, Spring Boot.",kaggle_anonymized
RES-0579,Data Scientist,7,Associate's,Ph.D. Computer Science,A/B Testing|PyTorch|Data Visualisation|SQL|Scikit-learn|Machine Learning|Natural Language Processing|Seaborn|Azure ML|Model Deployment,Databricks Certified Associate|IBM Data Science Professional,Developed a recommendation engine improving click-through rate by 51%. // Developed a recommendation engine improving click-through rate by 29%.,"Analytical data scientist with 7+ years of experience in Scikit-learn, Data Visualisation, A/B Testing and statistical modelling.",kaggle_anonymized
RES-0427,Full-Stack Developer,12,Ph.D.,B.Sc. Computer Science,HTML5|JavaScript|CI/CD|Redis|Express.js|TailwindCSS|FastAPI|CSS3|AWS|Scrum|Jest|pytest,,Built an internal tooling dashboard serving 29+ engineering teams.,"Full-stack engineer with 12+ years building and shipping products with CSS3, pytest, CI/CD.",kaggle_anonymized
RES-0689,Data Scientist,11,Master's,B.Sc. Mathematics,Deep Learning|Feature Engineering|Statistics|Matplotlib|Jupyter|Python|SQL|Scikit-learn|Seaborn|NumPy|TensorFlow|Hadoop|GCP Vertex AI|Spark|Looker|Airflow|AWS SageMaker,,"Developed a recommendation engine improving click-through rate by 53%. // Published research on SQL applied to time-series forecasting. // Built a churn prediction model with 35% accuracy, saving 28k ARR.","Machine learning practitioner with 11 years building predictive models with Scikit-learn, SQL, Python.",synthetic
RES-0157,Backend Developer,5,Bachelor's,B.Tech Information Technology,PostgreSQL|REST API|GCP|C#|Python|NestJS|Kubernetes|ORM|AWS|Spring Boot|Linux|Terraform|JWT,AWS Certified Developer,"Built a real-time notification service using REST API and message queues. // Led migration of monolith to microservices, reducing deployment time by 51%. // Built a real-time notification service using Kubernetes and message queues.","Backend engineer with 5 years of experience building scalable APIs and microservices using GCP, Python, AWS.",synthetic
RES-0788,DevOps Engineer,11,Bootcamp/Certification,B.E. Information Technology,Ansible|Docker|Python|Site Reliability Engineering|Monitoring|Linux|Vagrant|Istio|ArgoCD|Security Hardening|Capacity Planning,,Improved system uptime to 99.9% SLA through improved monitoring and alerting. // Achieved 55% cost reduction by right-sizing cloud infrastructure on AWS. // Containerised 41 legacy services with Docker and orchestrated with Kubernetes.,"Infrastructure engineer with 11 years designing cloud-native platforms with Docker, Ansible, Security Hardening.",synthetic
RES-0120,Backend Developer,9,Bachelor's,M.Sc. Computer Science,Azure|GCP|Ruby|Spring Boot|gRPC|C#|Kubernetes|Java|Celery|pytest|Linux,,"Built a real-time notification service using Express.js and message queues. // Optimised PostgreSQL query performance, cutting average response time by 17%.","Results-driven backend developer with 9+ years designing and maintaining distributed systems in pytest, gRPC, Java.",public_profile_anonymized
RES-0189,Backend Developer,6,Bootcamp/Certification,M.Sc. Computer Science,MongoDB|Go|Docker|PostgreSQL|GCP|Redis|AWS|Ruby|CI/CD|API Design|Terraform,AWS Certified Developer,Built a real-time notification service using AWS and message queues.,"Results-driven backend developer with 6+ years designing and maintaining distributed systems in Terraform, CI/CD, GCP.",kaggle_anonymized
RES-0497,Full-Stack Developer,4,Bootcamp/Certification,B.E. Software Engineering,Docker|Python|TypeScript|React|TailwindCSS|Scrum|Kubernetes|Linux|Terraform|Nginx,AWS Certified Developer,Shipped end-to-end feature that increased user retention by 25%. // Shipped end-to-end feature that increased user retention by 41%. // Delivered a full-stack SaaS platform from design to production in 23 months.,"Full-stack developer with 4 years delivering end-to-end web applications using TailwindCSS, Docker, React.",synthetic
RES-0476,Full-Stack Developer,2,Bachelor's,B.Tech Computer Engineering,HTML5|TailwindCSS|JavaScript|TypeScript|FastAPI|GraphQL|Next.js|Redis|REST API|Docker|Python|Terraform|Kubernetes|Jest,Google Associate Cloud Engineer|AWS Certified Developer,Integrated third-party payment gateway handling 18k transactions/month.,"Full-stack engineer with 2+ years building and shipping products with Python, Docker, Redis.",synthetic
RES-0746,DevOps Engineer,7,Associate's,B.E. Information Technology,Prometheus|CI/CD|AWS|Docker|GCP|Packer|Vault|Istio|Security Hardening|Service Mesh|Vagrant,,Reduced deployment lead time from 26 days to 4 hours by redesigning CI/CD pipeline. // Reduced deployment lead time from 10 days to 6 hours by redesigning CI/CD pipeline. // Containerised 25 legacy services with Docker and orchestrated with Kubernetes.,"Reliability-focused DevOps professional with 7+ years of experience in CI/CD, GCP, Service Mesh.",kaggle_anonymized
RES-0873,Cloud Architect,1,Master's,M.Sc. Computer Science,Azure|Kubernetes|Cost Optimisation|VPC|IAM|Serverless|Lambda|Cloud Security|High Availability|Disaster Recovery|GCP|Python|ArgoCD|FinOps|Ansible|SOC 2,AWS Solutions Architect Professional|Azure Solutions Architect Expert,"Architected serverless data pipeline processing 18M events/day. // Led cloud migration of 43-service estate to AWS, cutting TCO by 42%. // Led cloud migration of 14-service estate to AWS, cutting TCO by 59%.","Solutions architect with 1 years architecting multi-cloud environments with Python, GCP, Kubernetes.",synthetic
RES-0448,Full-Stack Developer,3,Bootcamp/Certification,M.Sc. Software Engineering,CI/CD|Python|Redis|Node.js|Docker|TypeScript|Express.js|Next.js|WebSockets|Elasticsearch|Terraform|OAuth2|Agile|Microservices,Google Associate Cloud Engineer|Meta Front-End Developer,Shipped end-to-end feature that increased user retention by 34%.,"Full-stack developer with 3 years delivering end-to-end web applications using Python, Microservices, Elasticsearch.",synthetic
RES-0014,Backend Developer,11,Bootcamp/Certification,B.Tech Information Technology,Kubernetes|GCP|C#|Elasticsearch|Redis|Spring Boot|REST API|MongoDB|Python|Microservices|SQL|GitHub Actions|JWT|Bash,Oracle Java SE,"Led migration of monolith to microservices, reducing deployment time by 25%. // Built a real-time notification service using Python and message queues.","Backend engineer with 11 years of experience building scalable APIs and microservices using Elasticsearch, MongoDB, Microservices.",synthetic
RES-0444,Full-Stack Developer,7,Ph.D.,B.E. Software Engineering,PostgreSQL|TailwindCSS|MongoDB|React|Express.js|Node.js|Git|REST API|JavaScript|Redis|Terraform|Jest,Meta Front-End Developer|Google Associate Cloud Engineer,Integrated third-party payment gateway handling 29k transactions/month. // Delivered a full-stack SaaS platform from design to production in 6 months.,"Full-stack developer with 7 years delivering end-to-end web applications using TailwindCSS, REST API, Node.js.",synthetic
RES-0430,Full-Stack Developer,5,Associate's,B.E. Software Engineering,CSS3|Python|Redis|CI/CD|Node.js|AWS|REST API|GitHub Actions|Elasticsearch,,Integrated third-party payment gateway handling 40k transactions/month.,"Full-stack developer with 5 years delivering end-to-end web applications using GitHub Actions, AWS, Elasticsearch.",synthetic
RES-0080,Backend Developer,10,Master's,B.Tech Information Technology,Django|Azure|MongoDB|NestJS|ORM|Node.js|Linux|Nginx|GitHub Actions|Apache Kafka|Unit Testing,,Built a real-time notification service using SQL and message queues. // Built a real-time notification service using Ruby and message queues.,"Backend engineer with 10 years of experience building scalable APIs and microservices using Apache Kafka, Node.js, GitHub Actions.",synthetic
RES-0406,Full-Stack Developer,8,Ph.D.,B.Tech Computer Engineering,Python|FastAPI|Next.js|MongoDB|Docker|GraphQL|Git|PostgreSQL|React|pytest|Scrum|JWT|Kubernetes|Nginx,AWS Certified Developer|Meta Front-End Developer,Shipped end-to-end feature that increased user retention by 27%. // Delivered a full-stack SaaS platform from design to production in 20 months.,"Versatile engineer comfortable across the stack with 8 years of experience in JWT, Python, Docker.",synthetic
